,date,temperature
9415,2015-09-28,10.471666666666666
9416,2015-09-28,12.565
9417,2015-09-28,15.456666666666663
9418,2015-09-28,18.180000000000003
9419,2015-09-28,20.06833333333333
9420,2015-09-28,21.57166666666667
9421,2015-09-28,22.83333333333333
9422,2015-09-28,23.52333333333333
9423,2015-09-28,23.135
9424,2015-09-28,21.62833333333333
9425,2015-09-28,19.90833333333333
9426,2015-09-28,18.365
9427,2015-09-28,17.618333333333336
9428,2015-09-28,17.018333333333334
9429,2015-09-28,16.143333333333334
9430,2015-09-28,14.79
9431,2015-09-28,13.685
9456,2015-09-30,12.738333333333337
9457,2015-09-30,12.428333333333333
9458,2015-09-30,12.431666666666668
9459,2015-09-30,12.746666666666668
9460,2015-09-30,12.276666666666666
9461,2015-09-30,11.808333333333332
9462,2015-09-30,11.565
9463,2015-09-30,12.528333333333334
9464,2015-09-30,14.873333333333331
9465,2015-09-30,17.701666666666668
9466,2015-09-30,20.50333333333333
9467,2015-09-30,22.046666666666667
9468,2015-09-30,23.16
9469,2015-09-30,23.85166666666667
9470,2015-09-30,24.21166666666667
9471,2015-09-30,24.855
9472,2015-09-30,23.766666666666666
9473,2015-09-30,21.46333333333333
9474,2015-09-30,20.011666666666667
9475,2015-09-30,18.81
9476,2015-09-30,16.848333333333333
9477,2015-09-30,15.073333333333332
9478,2015-09-30,14.416666666666666
9479,2015-09-30,14.576666666666668
15792,2016-06-20,10.96
15793,2016-06-20,10.705
15794,2016-06-20,10.323333333333332
15795,2016-06-20,10.065
15796,2016-06-20,9.665
15797,2016-06-20,9.926666666666668
15798,2016-06-20,11.415
15799,2016-06-20,14.633333333333333
15800,2016-06-20,17.578333333333333
15801,2016-06-20,20.621666666666663
15802,2016-06-20,22.12333333333333
15803,2016-06-20,23.365
15804,2016-06-20,24.436666666666667
15805,2016-06-20,24.111666666666668
15806,2016-06-20,23.825
15807,2016-06-20,24.066666666666663
15808,2016-06-20,23.135
15809,2016-06-20,22.765
15810,2016-06-20,22.57166666666667
15811,2016-06-20,20.35833333333333
15812,2016-06-20,18.10333333333333
15813,2016-06-20,17.366666666666667
15814,2016-06-20,15.425
15815,2016-06-20,14.428333333333336
15816,2016-06-21,13.841666666666669
15817,2016-06-21,13.086666666666666
15818,2016-06-21,12.838333333333331
15819,2016-06-21,12.455
15820,2016-06-21,12.193333333333332
15821,2016-06-21,12.786666666666669
15822,2016-06-21,15.343333333333334
15823,2016-06-21,18.606666666666666
15824,2016-06-21,21.40333333333333
15825,2016-06-21,24.275
15826,2016-06-21,26.301666666666662
15827,2016-06-21,28.20833333333333
15828,2016-06-21,29.761666666666667
15829,2016-06-21,30.87
15830,2016-06-21,29.98333333333333
15831,2016-06-21,29.351666666666663
15832,2016-06-21,29.026666666666667
15833,2016-06-21,27.411666666666665
15834,2016-06-21,24.576666666666668
15835,2016-06-21,21.71
15836,2016-06-21,20.291666666666668
15837,2016-06-21,19.221666666666668
15838,2016-06-21,18.486666666666668
15839,2016-06-21,17.926666666666666
16440,2016-07-17,14.356666666666667
16441,2016-07-17,13.905
16442,2016-07-17,13.293333333333337
16443,2016-07-17,12.663333333333334
16444,2016-07-17,12.375
16445,2016-07-17,12.918333333333337
16446,2016-07-17,14.995
16447,2016-07-17,17.638333333333332
16448,2016-07-17,21.401666666666667
16449,2016-07-17,25.28
16450,2016-07-17,27.755
16451,2016-07-17,29.805000000000003
16452,2016-07-17,31.578333333333333
16453,2016-07-17,32.419999999999995
16454,2016-07-17,31.386666666666667
16455,2016-07-17,30.775
16456,2016-07-17,30.343333333333334
16457,2016-07-17,29.263333333333332
16458,2016-07-17,27.93166666666667
16459,2016-07-17,24.793333333333333
16460,2016-07-17,22.56833333333333
16461,2016-07-17,21.235
16462,2016-07-17,20.541666666666668
16463,2016-07-17,19.356666666666666
16464,2016-07-18,18.505
16465,2016-07-18,18.18166666666667
16466,2016-07-18,18.12833333333333
16467,2016-07-18,17.915000000000003
16468,2016-07-18,18.09
16469,2016-07-18,20.701666666666664
16470,2016-07-18,23.828333333333333
16471,2016-07-18,26.153333333333336
16472,2016-07-18,28.593333333333334
16473,2016-07-18,30.44333333333333
16474,2016-07-18,32.255
16475,2016-07-18,33.68
16476,2016-07-18,35.195
16477,2016-07-18,36.62166666666666
16478,2016-07-18,37.82833333333333
16479,2016-07-18,38.516666666666666
16480,2016-07-18,37.96333333333333
16481,2016-07-18,37.348333333333336
16482,2016-07-18,36.16666666666666
16483,2016-07-18,34.12
16484,2016-07-18,31.058333333333334
16485,2016-07-18,29.13833333333333
16486,2016-07-18,28.325
16487,2016-07-18,26.19
17064,2016-08-12,12.541666666666666
17065,2016-08-12,12.393333333333333
17066,2016-08-12,11.911666666666669
17067,2016-08-12,11.591666666666669
17068,2016-08-12,11.185
17069,2016-08-12,10.928333333333336
17070,2016-08-12,12.045
17071,2016-08-12,14.99
17072,2016-08-12,18.14
17073,2016-08-12,21.183333333333334
17074,2016-08-12,23.19833333333333
17075,2016-08-12,24.596666666666668
17076,2016-08-12,26.368333333333336
17077,2016-08-12,28.746666666666663
17078,2016-08-12,29.77333333333333
17079,2016-08-12,28.87833333333333
17080,2016-08-12,28.495
17081,2016-08-12,27.261666666666667
17082,2016-08-12,25.96166666666667
17083,2016-08-12,23.57333333333333
17084,2016-08-12,22.19
17085,2016-08-12,20.72833333333333
17086,2016-08-12,18.83333333333333
17087,2016-08-12,17.298333333333336
17088,2016-08-13,16.82
17089,2016-08-13,16.173333333333336
17090,2016-08-13,15.565
17091,2016-08-13,15.181666666666668
17092,2016-08-13,15.05
17093,2016-08-13,15.706666666666663
17094,2016-08-13,16.64
17095,2016-08-13,20.365
17096,2016-08-13,24.185
17097,2016-08-13,27.755
17098,2016-08-13,30.48
17099,2016-08-13,32.605
17100,2016-08-13,31.911666666666665
17101,2016-08-13,29.50333333333333
17102,2016-08-13,29.52
17103,2016-08-13,29.35333333333333
17104,2016-08-13,28.68
17105,2016-08-13,28.653333333333336
17106,2016-08-13,26.78
17107,2016-08-13,23.77333333333333
17108,2016-08-13,22.08333333333333
17109,2016-08-13,20.93
17110,2016-08-13,20.62
17111,2016-08-13,19.66
17136,2016-08-15,20.256666666666664
17137,2016-08-15,20.17333333333333
17138,2016-08-15,20.261666666666667
17139,2016-08-15,20.095
17140,2016-08-15,19.593333333333334
17141,2016-08-15,19.516666666666666
17142,2016-08-15,19.79833333333333
17143,2016-08-15,19.806666666666665
17144,2016-08-15,20.40833333333333
17145,2016-08-15,24.258333333333336
17146,2016-08-15,29.67833333333333
17147,2016-08-15,32.263333333333335
17148,2016-08-15,34.294999999999995
17149,2016-08-15,33.49333333333333
17150,2016-08-15,27.746666666666663
17151,2016-08-15,29.758333333333336
17152,2016-08-15,28.865
17153,2016-08-15,27.6
17154,2016-08-15,23.835
17155,2016-08-15,23.468333333333334
17156,2016-08-15,23.69833333333333
17157,2016-08-15,21.84166666666667
17158,2016-08-15,20.575
17159,2016-08-15,20.45833333333333
17304,2016-08-22,13.686666666666667
17305,2016-08-22,13.126666666666663
17306,2016-08-22,12.575
17307,2016-08-22,12.305
17308,2016-08-22,11.931666666666668
17309,2016-08-22,11.951666666666668
17310,2016-08-22,13.203333333333331
17311,2016-08-22,14.965000000000002
17312,2016-08-22,18.63
17313,2016-08-22,22.343333333333334
17314,2016-08-22,25.430000000000003
17315,2016-08-22,28.091666666666665
17316,2016-08-22,30.326666666666668
17317,2016-08-22,32.27
17318,2016-08-22,33.305
17319,2016-08-22,32.57333333333333
17320,2016-08-22,31.93166666666667
17321,2016-08-22,30.686666666666667
17322,2016-08-22,28.475
17323,2016-08-22,26.473333333333333
17324,2016-08-22,24.621666666666663
17325,2016-08-22,21.365
17326,2016-08-22,20.60833333333333
17327,2016-08-22,19.828333333333333
17376,2016-08-25,17.356666666666666
17377,2016-08-25,17.03
17378,2016-08-25,17.041666666666668
17379,2016-08-25,17.136666666666667
17380,2016-08-25,16.973333333333333
17381,2016-08-25,16.856666666666666
17382,2016-08-25,17.338333333333335
17383,2016-08-25,20.855
17384,2016-08-25,24.688333333333333
17385,2016-08-25,29.776666666666667
17386,2016-08-25,33.07
17387,2016-08-25,33.88666666666666
17388,2016-08-25,35.443333333333335
17389,2016-08-25,36.40833333333333
17390,2016-08-25,36.748333333333335
17391,2016-08-25,37.365
17392,2016-08-25,37.12833333333334
17393,2016-08-25,35.79333333333333
17394,2016-08-25,27.451666666666668
17395,2016-08-25,22.116666666666664
17396,2016-08-25,21.35166666666667
17397,2016-08-25,21.041666666666668
17398,2016-08-25,20.99
17399,2016-08-25,20.88
17592,2016-09-03,17.081666666666667
17593,2016-09-03,16.426666666666666
17594,2016-09-03,16.271666666666665
17595,2016-09-03,15.541666666666666
17596,2016-09-03,15.593333333333334
17597,2016-09-03,15.211666666666666
17598,2016-09-03,15.595
17599,2016-09-03,17.57
17600,2016-09-03,20.475
17601,2016-09-03,23.915000000000003
17602,2016-09-03,26.82333333333333
17603,2016-09-03,29.19833333333333
17604,2016-09-03,30.811666666666667
17605,2016-09-03,32.586666666666666
17606,2016-09-03,32.03
17607,2016-09-03,29.126666666666665
17608,2016-09-03,27.53833333333333
17609,2016-09-03,23.891666666666666
17610,2016-09-03,22.188333333333333
17611,2016-09-03,21.15833333333333
17612,2016-09-03,20.433333333333334
17613,2016-09-03,19.746666666666663
17614,2016-09-03,19.155
17615,2016-09-03,19.12833333333333
17664,2016-09-06,17.169999999999998
17665,2016-09-06,16.906666666666666
17666,2016-09-06,16.403333333333332
17667,2016-09-06,15.905
17668,2016-09-06,15.409999999999998
17669,2016-09-06,15.238333333333337
